"Empresa","NIPC","Estatuto","Estado_Empresa","Tipo_Empresa","Capital_Social","Data_Registro","CAE","Area_de_atividade","Localizacao","Morada","Codigo_Postal","Email","Telemovel","Website","SEO"
"Ptnearsoft, Lda ( Zona Franca da Madeira)","517383861","StartUp","Active","LDA","8000.00€","20/03/2023","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Lisboa,Lisboa,Horta das Figueiras","Parque de Ciência e Inovação - Via do Conhecimento S/N","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","leren-leren-unipessoal-lda"
"Jf Digital Energy, Lda","515992640","StartUp","Active","LDA","5000.00€","08/12/2024","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Lisboa,Lisboa,Barcelos","Pci - Via do Conhecimento, Edifício Central","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","getboarded-technologies-lda"
"Metamorfose Disruptiva - Lda","517555557","StartUp","Active","LDA","5000.00€","16/03/2022","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Leiria,Leiria,Sever do Vouga","Parque de Ciência e Inovação (Pci) - Via do Conhecimento Central","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","revex-technologies-unipessoal-lda"
"Dommify - Nextgen Technologies, Lda","518233987","StartUp","Active","LDA","5000.00€","17/03/2023","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Leiria,Leiria,Carnide","Rua Manuel Firmino e Largo Maia Magalhães, Nº 2, Aveiro","3800-213","Não Fornecido","Não Fornecido","Não Fornecido","visionary-wolf-lda"
"Lockem, Lda","518357163","StartUp","Active","UNI","2000.00€","08/09/2017","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Lisboa,Oeiras,Horta das Figueiras","Sítio Cachamorras, Palheirinhos 252 - Z","8800-210","Não Fornecido","Não Fornecido","Não Fornecido","verdeheart-unipessoal-lda"
"Fcruz Strategy & Consulting, Unipessoal Lda","509895948","StartUp","Active","LDA","100000.00€","01/04/2025","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Coimbra,Coimbra,Paranhos","Rua Delfim Ferreira, 776C","4100-199","info@omniflow.pt","225322000","www.omniflow.pt","omniflow-s-a"
"Opperandiforms - Lda","518467333","StartUp","Active","LDA","1000.00€","06/08/2021","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Coimbra,Coimbra,Vil de Souto","Avenida Cidade de Bratislava, Lote 7, 3 C","1950-440","Não Fornecido","Não Fornecido","Não Fornecido","metamorfose-disruptiva-lda"
"Aminhaterra Lda","515606561","StartUp","Active","LDA","15000.00€","18/03/2024","72110","Investigação e desenvolvimento em biotecnologia","Braga,Guimarães,Parceiros","Rua Dr. Afonso Cordeiro, Nº 679, 1º, Sala F","4450-007","Não Fornecido","Não Fornecido","Não Fornecido","ilof-intelligent-lab-on-fiber-unipessoal-lda"
"+Build, Lda","514332603","StartUp","Active","LDA","1000.00€","31/03/2022","72110","Investigação e desenvolvimento em biotecnologia","Évora,Évora,São Jorge de Arroios","Parque Tecnológico de Cantanhede, Núcleo 04, Lote 2","3060-197","Não Fornecido","Não Fornecido","Não Fornecido","carbocode-s-a"
"Skillfull Systems, Lda","516317920","StartUp","Active","LDA","1000.00€","04/10/2024","72110","Investigação e desenvolvimento em biotecnologia","Braga,Barcelos,Porto Salvo","Rua João Ramalho, N.ºS 71 A 79","4200-342","Não Fornecido","Não Fornecido","Não Fornecido","digestaid-artificial-intelligence-development-s-a"
"Cryptomation, Lda","516497782","StartUp","Active","LDA","5000.00€","30/01/2025","72110","Investigação e desenvolvimento em biotecnologia","Aveiro,Sever do Vouga,Maia","Edifício Gnration, Praça Conde de Agrolongo, Nº 123","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","glooma-lda"
"Sitf Global, Lda","516121200","StartUp","Active","UNI","1000.00€","11/03/2025","72110","Investigação e desenvolvimento em biotecnologia","Lisboa,Lisboa,Oeiras e São Julião Barra","Rua Alfredo Allen, N.ºS 455/461","4200-135","Não Fornecido","Não Fornecido","Não Fornecido","maia-muller-biotech-lda"
"Júpiter Infalível, Unipessoal Lda","513612840","StartUp","Active","LDA","20000.00€","20/03/2025","72110","Investigação e desenvolvimento em biotecnologia","Évora,Évora,Sé","Porto da Nazaré, Nazaré","2450-075","Não Fornecido","Não Fornecido","Não Fornecido","oceano-fresco-s-a"
"Turnki, Lda","516878026","StartUp","Active","LDA","5000.00€","15/04/2024","72110","Investigação e desenvolvimento em biotecnologia","Porto,Porto,Boidobra","Ualg Tec Start - Incubadora da Universidade do Algarve, Campus de Gambelas, Pavilhão B1","8005-226","Não Fornecido","Não Fornecido","Não Fornecido","expresstec-investigacao-e-desenvolvimento-em-biotecnologia-lda"
"Tekprivacy, Lda","513164952","StartUp","Active","UNI","1000.00€","09/01/2024","72110","Investigação e desenvolvimento em biotecnologia","Viseu,Viseu,Espinho","Praça Conde Alongro, Edifício Gnration, N.º 123","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","criamknowledge-s-a"
"Evoworkforce, Unipessoal Lda","515584479","StartUp","Active","LDA","2000.00€","25/09/2024","72110","Investigação e desenvolvimento em biotecnologia","Leiria,Leiria,Santa Maria e São Miguel","Estrada Municipal 506, S/N, Ubimedical","6200-284","Não Fornecido","Não Fornecido","Não Fornecido","fastcompchem-lda"
"Mantis-Ai Portugal, Lda","516744976","StartUp","Active","LDA","500.00€","17/01/2020","72110","Investigação e desenvolvimento em biotecnologia","Lisboa,Lisboa,Alvalade","Ciimar, Avenida General Norton de Matos, S/N, Matosinhos","4450-208","Não Fornecido","Não Fornecido","Não Fornecido","cell4food-cellular-culture-s-a"
"Manie Switch, Lda","516524232","StartUp","Active","UNI","5000.00€","28/05/2025","72110","Investigação e desenvolvimento em biotecnologia","Lisboa,Oeiras,Leça do Balio","Life And Health Sciences Research Institute (Icvs), Universidade do Minho, Campus de Gualtar","4710-057","Não Fornecido","Não Fornecido","Não Fornecido","iplexmed-lda"
"Digital Thunder, Unipessoal Lda","517193760","StartUp","Active","UNI","10.00€","10/01/2023","72110","Investigação e desenvolvimento em biotecnologia","Porto,Maia,Olhos de Água","Ipn Incubadora, Rua Pedro Nunes, Quinta da Nora","3030-199","Não Fornecido","Não Fornecido","Não Fornecido","flash-rapid-diagnostics-lda"
"Susplustech, Unipessoal Lda","516723553","StartUp","Active","LDA","2000.00€","07/04/2025","72110","Investigação e desenvolvimento em biotecnologia","Lisboa,Oeiras,Leça da Palmeira","Rua Dr. Manuel Laranjeira, N.º 138, 1.º Direito Frente","4200-384","Não Fornecido","Não Fornecido","Não Fornecido","go-antimicrobial-technologies-lda"
"Exchange Board, Lda","517549808","StartUp","Active","LDA","2777.78€","09/08/2024","72110","Investigação e desenvolvimento em biotecnologia","Madeira,Funchal,Creixomil","Rua do Progresso, Nº 145 - Edifício Innovation Center","4455-533","Não Fornecido","Não Fornecido","Não Fornecido","kod-bio-lda"
"Vastblue Innovations, Lda","515012718","StartUp","Active","LDA","150.00€","01/03/2024","64992","Outras actividades de serviços financeiros diversos, n.e., excepto seguros e fundos de pensões","Castelo Branco,Covilhã,Lordelo do Ouro","Travessa José Maria Alves, Nº 138 Hab05","4400-483","Não Fornecido","Não Fornecido","Não Fornecido","taikai-s-a"
"Next Border, Lda","516594672","StartUp","Active","UNI","100.00€","27/03/2019","63110","Actividades de processamento de dados, domiciliação de informação e actividades relacionadas","Aveiro,Espinho,São Paulo de Frades","Parque Empresarial Camporês, Nº 9, Centro de Negócios de Ansião","3240-465","Não Fornecido","Não Fornecido","Não Fornecido","co2offset-s-a"
"Prait, Unipessoal Lda","514758481","StartUp","Active","LDA","10.00€","22/10/2015","63110","Actividades de processamento de dados, domiciliação de informação e actividades relacionadas","Lisboa,Torres Vedras,São João da Madeira","Rua António Champalimaud, Lote 1","1600-514","Não Fornecido","Não Fornecido","Não Fornecido","vawlt-technologies-s-a"
"Cristallumnis - Professional-Grade Visuals, Lda","513715088","StartUp","Active","UNI","160.00€","22/07/2019","63110","Actividades de processamento de dados, domiciliação de informação e actividades relacionadas","Lisboa,Lisboa,São Bernardo","Rua Major Neutel de Abreu, Nº 22 B, 1º","1500-411","Não Fornecido","Não Fornecido","Não Fornecido","definedcrowd-corporation-unipessoal-lda"
"Cláudia Carvalho Barradas, Unipessoal Lda","518093140","StartUp","Active","LDA","7000.00€","03/01/2025","63110","Actividades de processamento de dados, domiciliação de informação e actividades relacionadas","Porto,Matosinhos,Santa Cruz","Avenida Francisco Sá Carneiro 92","7000-757","Não Fornecido","Não Fornecido","Não Fornecido","vivin-app-lda"
"Leaplane, Lda","518288714","StartUp","Active","LDA","5001.00€","29/04/2024","63110","Actividades de processamento de dados, domiciliação de informação e actividades relacionadas","Faro,Albufeira,Vila Facaia","Rua Dr. Joaquim Pires de Lima, N.º 271","4200-350","Não Fornecido","Não Fornecido","Não Fornecido","topics-chat-portugal-lda"
"Qrq, Lda","518007138","StartUp","Active","LDA","5000.00€","22/09/2020","62030","Gestão e exploração de equipamento informático","Porto,Matosinhos,Colmeal da Torre","Rua Castilho, Nº 213, 4º","1070-051","Não Fornecido","Não Fornecido","Não Fornecido","relocate-now-portugal-unipessoal-lda"
"Spaceo, Lda","514164450","StartUp","Active","LDA","12195.12€","06/11/2024","47784","Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.","Braga,Guimarães,Boidobra","Hiese, Quinta Vale do Espinhal, Em558 1","3230-343","Não Fornecido","Não Fornecido","Não Fornecido","ecoxperience-lda"
"Axios Care, Lda","516927167","StartUp","Active","LDA","1000.00€","11/06/2025","47410","Comércio a retalho de computadores, unidades periféricas e programas informáticos, em estabelecimentos especializados","Porto,Porto,Ameixoeira","Rua Conselheiro António Augusto Aguiar, Nº 60","6200-050","Não Fornecido","Não Fornecido","Não Fornecido","upinc-lda"
"Volis.ai Tecnologia, Lda","516729144","StartUp","Active","UNI","18150.00€","05/06/2023","46690","Comércio por grosso de outras máquinas e equipamentos","Coimbra,Coimbra,Santo António dos Olivais","Largo Luís Albuquerque, Espaço Trancoso Invest, Espaço B4","1600-548","Não Fornecido","Não Fornecido","Não Fornecido","detu-tech-consultoria-mobilidade-e-informacao-lda"
"Quicktrend Unipessoal Lda","515978779","StartUp","Active","UNI","5000.00€","26/08/2025","46690","Comércio por grosso de outras máquinas e equipamentos","Aveiro,São João da Madeira,Aldeia Nova do Cabo","Rua do Fontão, N.º 60","4710-087","Não Fornecido","Não Fornecido","Não Fornecido","gripwise-tech-lda"
"Guripedil Unipessoal Lda","514946920","StartUp","Active","LDA","1264.71€","03/03/2023","46690","Comércio por grosso de outras máquinas e equipamentos","Aveiro,Aveiro,Moreira","Rua Álvaro Castelões, Nº 803, 2º Dto","4450-043","Não Fornecido","Não Fornecido","Não Fornecido","wisify-tech-solutions-lda"
"Wenterprise, Lda","513778349","StartUp","Active","LDA","1500.00€","28/07/2025","46510","Comércio por grosso de computadores, equipamentos periféricos e programas informáticos","Coimbra,Coimbra,Apúlia","Rua de São João, Nº 16, Piso 1","9700-171","Não Fornecido","Não Fornecido","Não Fornecido","tsolnetworks-connect-europe-s-a"
"Brands & Ninjas, Lda","516203363","StartUp","Active","LDA","5000.00€","19/08/2025","00004","Desconhecida","Leiria,Pedrógão Grande,Parceiros","Praça Conde de Agrolongo - Edificio Gnration 123","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","ovan-tech-information-systems-lda"
"Q-Liri, Lda","516315781","StartUp","Active","LDA","61046.25€","26/09/2023","00004","Desconhecida","Castelo Branco,Belmonte,São José de São Lázaro","Parque de Ciência e Tecnologia da Ilha Terceira, S/N, Terra Chã","9700-702","Não Fornecido","Não Fornecido","Não Fornecido","obviously-magic-s-a"
"Emeraldpath - Unipessoal Lda","518073076","StartUp","Active","LDA","100.00€","Desconhecida","00004","Desconhecida","Lisboa,Lisboa,","Praça Conde Agrolongo, 123","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","anciian-bicycles-lda"
"Volup Technologies, Lda","515031526","StartUp","Active","LDA","1000.00€","Desconhecida","00004","Desconhecida","Coimbra,Coimbra,","Rua Professor João Barreira, Nº 5, 1º Dtº","1600-634","Não Fornecido","Não Fornecido","Não Fornecido","generosa-comercio-e-servicos-lda"
"Pahilabs, Lda","515583111","StartUp","Active","UNI","1000.00€","Desconhecida","00000","Desconhecida","Lisboa,Lisboa,","Vale de Coitos","8600-001","Não Fornecido","Não Fornecido","Não Fornecido","aquacultura-foz-do-arade-lda"
"Hedon, Unipessoal Lda","517971658","StartUp","Active","LDA","1000.00€","Desconhecida","47292","Desconhecida","Castelo Branco,Fundão,","Rua Lionesa, 446, Edf. C12","4465-671","Não Fornecido","Não Fornecido","Não Fornecido","convite-radioso-unipessoal-lda"
"Danyalgil & Danyalgil, Lda","515970522","StartUp","Active","UNI","5000.00€","Desconhecida","00004","Desconhecida","Porto,Maia,","Rua do Convívio, Nº 446","4485-518","Não Fornecido","Não Fornecido","Não Fornecido","proximity-formula-unipessoal-lda"
"Sagefountain Unipessoal Lda","518309851","StartUp","Active","UNI","2000.00€","Desconhecida","00004","Desconhecida","Braga,Esposende,","Avenida Manuel Violas, N.º 476, São Félix da Marinha","4410-137","Não Fornecido","Não Fornecido","Não Fornecido","gigglegenius-unipessoal-lda"
"Bordata, Unipessoal Lda","517836416","StartUp","Active","LDA","5000.00€","Desconhecida","00004","Desconhecida","Leiria,Leiria,","Rua Alfredo Allen, Nº 455","4200-135","Não Fornecido","Não Fornecido","Não Fornecido","oasisfactor-lda"
"Govhorizon - Sistemas de Informação, Lda","517573180","StartUp","Active","LDA","€","Desconhecida","00004","Desconhecida","Braga,Braga,","Estrada das Carrascas, Lote 1, Quinta Rainha Santa, Vale de Touros","2950-499","Não Fornecido","Não Fornecido","Não Fornecido","bogdan-cristian-tanase-unipessoal-lda"
"Teemytech, Lda","515019577","StartUp","Active","UNI","€","Desconhecida","00004","Desconhecida","Braga,Braga,","Incubadora de Empresas da Universidade do Algarve, Campus de Gambelas, Pavilhão B1","8005-226","Não Fornecido","Não Fornecido","Não Fornecido","grand-carob-lda"
"Indx360, Unipessoal Lda","514577355","StartUp","Desconhecido","Desconhecido","€","Desconhecida","00004","Desconhecida","","Rua Industrial do Monte Carreira, 176A","4805-346","Não Fornecido","Não Fornecido","Não Fornecido","build-lda"
